0,1048,1129,Inspect/Read,recipe,
1,1177,1226,Open,cabinet,
1,1278,1352,Take,plate,
1,1390,1438,Close,cabinet,
6,1569,1617,Move Around,bread_container,
6,2027,2244,Close,bread_container,
0,2443,2495,Inspect/Read,recipe,
1,2555,2608,Take,pan,
1,2630,2680,Put,pan,
1,2718,2764,Take,oil_container,
1,2787,2833,Move Around,oil_container,
1,2854,2922,Open,oil_container,
1,2922,2969,Pour,oil_container,oil_container,pan,
1,2961,2995,Close,oil_container,
0,3018,3072,Inspect/Read,recipe,
1,3118,3217,Operate,stove,
0,3273,3313,Open,fridge_drawer,
2,3313,3807,Take,patty,
2,3807,3859,Take,patty,
2,3859,3922,Take,patty,
2,3991,4136,Close,patty_container,
0,4205,4363,Inspect/Read,recipe,
1,4384,4690,Spread,oil_container,pan,
2,4900,4957,Put,patty,
2,5210,5255,Take,cooking_utensil,
2,5281,5377,Move Around,patty,
0,5407,5726,Inspect/Read,recipe,
3,5855,5953,Take,cutting_board,
0,6121,6165,Open,fridge,
0,6231,6290,Open,fridge_drawer,
3,6297,6629,Open,drawer,
3,6681,6800,Take,tomato_container,
3,6804,6864,Open,tomato_container,
3,6864,6974,Take,tomato,
3,7005,7064,Put,tomato_container,
0,7089,7151,Close,fridge,
3,7192,7232,Turn on,faucet,
3,7360,7429,Wash,tomato,
3,7419,7445,Turn off,faucet,
3,7549,7576,Take,eating_utensil,
3,7565,7819,Cut,tomato,
0,7952,8101,Inspect/Read,recipe,
0,8101,8144,Open,fridge,
0,8170,8212,Open,drawer,
3,8305,8430,Open,onion_container,
3,8376,8530,Take,onion,
3,8672,8734,Put,onion_container,
2,8791,9169,Move Around,patty,
2,9149,9211,Put,cooking_utensil,
3,9250,9294,Take,onion,
3,9294,9551,Divide/Pull Apart,onion,
3,10097,10432,Cut,onion,
2,10678,10956,Move Around,patty,
4,11076,11104,Open,lettuce_container,
4,11104,11264,Take,lettuce,
0,11287,11344,Take,bag,
0,11372,11426,Open,fridge,
0,11426,11472,Open,fridge_drawer,
0,11458,11499,Put,unknown,
2,11607,11931,Move Around,patty,
2,11931,11976,Put,cooking_utensil,
0,12129,12356,Inspect/Read,recipe,
0,12386,12437,Open,fridge,
0,12545,12619,Inspect/Read,bag,
8,12840,12900,Take,condiment_container,
0,12919,12975,Close,fridge,
8,12990,13024,Put,condiment_container,
2,13065,13357,Move Around,patty,
5,13335,13423,Operate,stove,
5,13423,13625,Move Around,patty,
6,13626,13737,Transfer,patty,pan,bread,
6,13738,13792,Put,cooking_utensil,
8,15234,15281,Take,condiment_container,
8,15290,15331,Put,condiment_container,
8,15660,15705,Open,condiment_container,
8,15737,15805,Squeeze,condiment,bread,
8,15939,16041,Open,condiment_container,
8,16041,16254,Squeeze,condiment,bread,
8,16254,16286,Close,condiment_container,
8,16272,16308,Put,condiment_container,
6,16296,16344,Put,bread,
8,16501,16545,Take,condiment_container,
0,16567,16632,Open,fridge,
8,16632,16676,Put,condiment_container,
8,16676,16747,Put,condiment_container,
0,16830,16872,Close,fridge,
0,16906,16949,Turn on,faucet,
7,17068,17124,Take,cutting_board,
7,17135,17198,Put,cutting_board,
0,17304,17338,Take,sponge,
0,17351,17412,Put,sponge,
0,17402,17433,Put,sponge,
0,17721,17770,Turn on,faucet,
7,17770,17971,Wash,cutting_board,
7,17983,18020,Clean/Wipe,cutting_board,sponge,
7,18020,18179,Wash,cutting_board,
0,18159,18203,Put,sponge,
7,18215,18641,Wash,cutting_board,
7,18707,18756,Put,cutting_board,
0,18778,18811,Turn on,faucet,
0,18837,18867,Turn off,faucet,
0,18982,19036,Take,cooking_utensil,
0,19049,19078,Turn on,faucet,
7,19071,19380,Wash,cooking_utensil,
7,19476,19529,Squeeze,sponge,cooking_utensil,
7,19508,19803,Clean/Wipe,cooking_utensil,sponge,
7,19769,19813,Clean/Wipe,cooking_utensil,
0,19826,19869,Turn on,faucet,
0,20168,20195,Take,sponge,
0,20188,20350,Clean/Wipe,cooking_utensil,sponge,
0,20322,20366,Clean/Wipe,cooking_utensil,sponge,
0,20366,20418,Turn on,faucet,
0,20418,20802,Wash,cooking_utensil,
0,21511,21570,Turn on,faucet,
0,21570,21621,Move Around,faucet,
0,21913,21956,Turn on,faucet,
0,22066,22102,Turn off,faucet,
