4,1963,2031,Put,onion_container,
0,2356,2570,Inspect/Read,recipe,
0,2724,2746,Put,trash,trash,
0,3002,3055,Inspect/Read,recipe,
0,3237,3275,Open,fridge,
6,3275,3337,Put,cheese_container,
6,3412,3444,Take,cheese_container,
6,3458,3517,Inspect/Read,cheese_container,
6,3541,3582,Put,cheese_container,
6,4019,4044,Move Around,tomato_container,
0,4243,4278,Open,fridge,
0,4438,4476,Open,cabinet,
0,4516,4586,Put,bread_container,
0,4816,4837,Put,tomato_container,
0,4931,5003,Put,olive_container,
0,5545,5586,Take,teabag_container,
0,5653,5692,Take,seasoning_container,
0,5778,5838,Move Around,bag,
0,5856,5893,Take,cereal,
0,5966,6031,Put,cereal,
0,6025,6118,Put,cereal,
0,6210,6255,Take,pasta_container,
0,6255,6294,Take,pasta_container,
0,6375,6395,Open,cabinet,
0,6413,6442,Open,cabinet,
0,6675,6705,Open,cabinet,
0,6837,6896,Put,pasta_container,
0,6920,7132,Put,pasta_container,
0,7244,7340,Take,seasoning_container,
0,7486,7504,Put,bag,
0,7772,7810,Inspect/Read,condiment_container,
0,7864,7927,Open,drawer,
0,7957,8023,Open,cabinet,
0,8337,8410,Open,cabinet,
0,8575,8608,Take,unknown,
0,8797,9038,Put,coffee_container,
0,9038,9070,Close,cabinet,
0,9574,9665,Take,seasoning_container,
0,9681,9740,Inspect/Read,condiment_container,
0,9794,9827,Move Around,condiment_container,
0,9855,9883,Put,seasoning_container,
0,10084,10144,Put,bag,
0,10163,10234,Take,bag,
0,10270,10334,Put,unknown,
0,10339,10404,Move Around,unknown,
0,10437,10513,Take,coffee_container,
0,10546,10573,Put,coffee_container,
0,10632,10715,Take,condiment_container,
0,10940,11021,Take,seasoning_container,
0,11159,11245,Put,condiment_container,
0,11326,11406,Take,sponge,
0,11505,11555,Open,cabinet,
0,11552,11576,Put,sponge,
0,11592,11634,Close,cabinet,
0,11683,11781,Take,storage_container,
0,11857,11926,Take,storage_container,
0,11927,11955,Put,storage_container,
0,12248,12307,Put,bag,
0,12351,12396,Put,bowl,
