0,2712,3158,Inspect/Read,recipe,
0,3209,3245,Inspect/Read,recipe,
0,3262,3317,Inspect/Read,recipe,
0,3341,3382,Inspect/Read,recipe,
0,3403,3454,Open,fridge,
1,3480,3557,Take,egg_container,
0,3878,3953,Inspect/Read,recipe,
0,4027,4079,Open,cabinet,
1,4440,4639,Inspect/Read,recipe,
2,4661,4711,Open,drawer,
2,4766,4802,Open,drawer,
2,4810,4858,Take,eating_utensil,
0,4972,5011,Open,fridge,
2,5018,5060,Take,milk_container,
1,5585,5669,Open,egg_container,
1,5669,5695,Take,egg,
1,5719,5746,Put,egg,
1,5746,5806,Inspect/Read,egg,
1,5837,5916,Crack,egg,
1,5952,6012,Inspect/Read,egg,
1,6048,6113,Crack,egg,
0,6170,6240,Inspect/Read,recipe,
0,6321,6345,Put,trash,trash,
2,6442,6487,Open,milk_container,
0,6487,6526,Inspect/Read,recipe,
0,6552,6571,Inspect/Read,recipe,
2,6571,6677,Pour,milk_container,milk_container,bowl,
2,6686,6727,Close,milk_container,
2,6775,6821,Take,seasoning_container,
2,6821,6911,Pour,seasoning,seasoning_container,egg,
2,6911,7017,Pour,seasoning,seasoning_container,egg,
2,7017,7043,Put,seasoning_container,
2,7043,7080,Take,seasoning_container,
2,7080,7208,Pour,seasoning,egg,
0,7208,7235,Inspect/Read,recipe,
3,7282,7601,Mix,egg,
0,7615,7745,Inspect/Read,recipe,
3,7745,7922,Mix,mixture,eating_utensil,
3,7926,7968,Take,egg,
3,7999,8032,Put,egg,
3,8078,8105,Close,egg_container,
0,8129,8148,Open,fridge,
3,8182,8246,Put,egg_container,
0,8362,8539,Inspect/Read,recipe,
4,8579,8627,Take,pan,
4,8627,8666,Put,pan,
3,8695,8731,Mix,egg,
0,8731,8774,Inspect/Read,recipe,
4,8786,8844,Take,oil_container,
0,8907,8939,Open,fridge,
2,8947,8995,Put,milk_container,
4,9020,9051,Take,oil_container,
4,9094,9150,Pour,oil_container,oil_container,pan,
4,9152,9229,Pour,oil_container,oil_container,pan,
4,9235,9269,Close,oil_container,
4,9307,9329,Put,oil_container,
4,9380,9431,Take,pot,
0,9535,9646,Inspect/Read,recipe,
4,9758,9864,Mix,oil_container,pan,
0,9895,9982,Inspect/Read,recipe,
4,10136,10226,Operate,stove,
0,10332,10490,Inspect/Read,recipe,
4,10563,10607,Open,cabinet,
4,10654,10706,Take,plate,
4,10894,10951,Move Around,pan,
0,11098,11263,Inspect/Read,recipe,
6,11302,11328,Open,cabinet,
6,11347,11369,Take,cup,
6,11440,11466,Put,cup,
0,11477,11503,Open,fridge,
6,11642,11683,Take,juice_container,
6,11820,11892,Pour,juice_container,juice_container,cup,
6,11926,11959,Put,juice_container,
0,12094,12137,Inspect/Read,recipe,
6,12209,12233,Put,cup,
0,12269,12434,Inspect/Read,recipe,
0,12492,12550,Inspect/Read,recipe,
0,12619,12696,Inspect/Read,recipe,
